workerid,correct_answer,math_answer,prime,prime_condition,sentence_completion,slide_number_in_experiment,target,error,label
55,2,-2,HAprime05.png,HA,were arriving,35,The minister saw the bodyguard of the diplomats who ____ .,,L
55,filler,5,Filler04.png,Fi,he left,36,The prime minister held a press conference and shortly afterwards ____ .,,
55,filler,5,Filler17.png,Fi,he cared,37,The priest looked after the asylum seekers because ____ .,,
57,26,26,BLprime08.png,BL,were funny.,2,We were amused at the articles of the newspaper that ____ .,,H
57,filler,8,Filler08.png,Fi,learned something new.,3,"Because of last night's TV documentary, the old lady ____ .",,
57,filler,7,Filler19.png,Fi,tattered.,4,The captain recalled that sails of the pirates' ship were ____ .,,
57,filler,16,Filler01.png,Fi,very rusty.,5,The woman complained that the bicycles of the neighbour's kids were ____ .,,
57,filler,7,Filler15.png,Fi,he was finished with his speech.,6,The speaker switched off the microphone before ____ .,,
57,filler,8,Filler16.png,Fi,tossed in an alley.,7,The police learnt that the handbag of the diplomat's wife had been ____ .,,
57,filler,15,Filler06.png,Fi,he took questions from the press.,8,The prime minister held a press conference and shortly afterwards ____ .,,
57,filler,6,Filler05.png,Fi,my house.,9,The postman delivered a small parcel to ____ .,,
57,19,19,LAprime07.png,LA,went above and beyond her duty to ensure their health.,10,The social worker greeted the nurse of the senior-citizens who ____.,,H
57,filler,14,Filler18.png,Fi,"was actually spelled ""scallion"".",11,"After washing the salad with its firm green leaves, the scullion ____ .",,
57,filler,2,Filler09.png,Fi,the doctor could see him.,12,The patient had to wait for quite some time before ____ .,,
57,filler,3,Filler11.png,Fi,to me because it was my birthday.,13,The barman slid a whiskey and a beer over to ____.,,
57,18,18,BLprime11.png,BL,previously occupied the space.,14,The homeowner kept the letters of the office that ____ .,,L
57,filler,5,Filler04.png,Fi,accidents were greatly reduced.,15,Thanks to stricter speed checks on national motorways ____.,,
57,filler,15,Filler21.png,Fi,planting will be delayed.,16,Because of unexpectedly harsh weather conditions in spring ____ .,,
57,15,15,BLprime10.png,BL,was stealing the silverware.,17,A stranger blackmailed the butler of the royals who ____ .,,H
57,filler,7,Filler23.png,Fi,to expand and open a new location.,18,The management of the successful supermarket chain planned ____ .,,
57,1,1,HAprime09.png,HA,were not to acceptable standards.,19,The scientist criticised the method of the studies that ____ .,,L
57,2,2,HAprime05.png,HA,was driving them to the campground.,20,The bus driver talked to the leader of the boy scouts who ____ .,,H
57,filler,7,Filler24.png,Fi,beginning to fray.,21,The conductor noticed that the strings of the soloist's violin were ____ .,,
57,filler,15,Filler10.png,Fi,was withholding evidence.,22,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
57,filler,1,Filler03.png,Fi,open campfires.,23,The ranger of the forest near the city borders forbid ____ .,,
57,7,7,LAprime06.png,LA,saved their lives.,24,The minister saw the bodyguard of the diplomats who ____ .,,H
57,filler,12,Filler22.png,Fi,everybody was late for work.,25,Because of a considerable delay of the 7:30am train ____ .,,
57,3,3,LAprime04.png,LA,peal every Sunday at noon.,26,The tourist guide mentioned the bells of the church that ____ .,,H
57,filler,4,Filler07.png,Fi,her performance.,27,The famous entertainer was given a bunch of flowers after ____ .,,
57,filler,1,Filler13.png,Fi,to be scrubbed with toothbrushes.,28,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
57,17,17,HAprime02.png,HA,boasted impenetrable security.,29,The hacker attacked the web sites of the service provider that ____ .,,U
57,filler,10,Filler14.png,Fi,his pit crew.,30,The racing driver showed the torn overall to ____ .,,
57,filler,12,Filler02.png,Fi,its his solemn duty.,31,The priest looked after the asylum seekers because ____ .,,
57,2,2,BLprime01.png,BL,had just started to make a profit.,32,The superintendent checked the earnings of the company that ____ .,,L
57,2,2,LAprime03.png,LA,plotting against the president.,33,The secret service confiscated all files of the organisation that ____ .,,L
57,filler,5,Filler17.png,Fi,that the fraudster stole money from a bank.,34,The accomplice of the recently convicted fraudster alleged ____ .,,
57,12,12,HAprime12.png,HA,are meant to help pets.,35,The commission referred to the source of the donations that ____ .,,L
57,filler,3,Filler12.png,Fi,nobody could enter.,36,The teenagers barricaded the main entrance of the school so that ____ .,,
57,filler,7,Filler20.png,Fi,the flight attendants made sure that all seatbelts were fastened.,37,Shortly before the fully occupied passenger plane has landed ____ .,,
31,12,12,HAprime08.png,HA,filed their taxes,2,The superintendent checked the earnings of the company that ____ .,,L
31,filler,16,Filler19.png,Fi,black with skulls,3,The captain recalled that sails of the pirates' ship were ____ .,,
31,filler,6,Filler05.png,Fi,the show,4,The famous entertainer was given a bunch of flowers after ____ .,,
31,14,14,LAprime02.png,LA,was on the field trip,5,The bus driver talked to the leader of the boy scouts who ____ .,,H
31,20,4,LAprime05.png,LA,were visiting the country,6,The minister saw the bodyguard of the diplomats who ____ .,,L
31,filler,1,Filler13.png,Fi,lied,7,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
31,filler,4,Filler07.png,Fi,the sailor,8,The barman slid a whiskey and a beer over to ____.,,
31,filler,3,Filler11.png,Fi,too noisy,9,The woman complained that the bicycles of the neighbour's kids were ____ .,,
31,filler,0,Filler02.png,Fi,there were less car accidents,10,Thanks to stricter speed checks on national motorways ____.,,
31,filler,5,Filler17.png,Fi,seeing the doctor,11,The patient had to wait for quite some time before ____ .,,
31,19,19,BLprime06.png,BL,were sent to them,12,The homeowner kept the letters of the office that ____ .,,H
31,filler,7,Filler24.png,Fi,the captain makes an annoucement,13,Shortly before the fully occupied passenger plane has landed ____ .,,
31,filler,14,Filler01.png,Fi,the young woman,14,The postman delivered a small parcel to ____ .,,
31,22,22,BLprime03.png,BL,killed the prince,15,A stranger blackmailed the butler of the royals who ____ .,,U
31,filler,2,Filler09.png,Fi,no one could enter,16,The teenagers barricaded the main entrance of the school so that ____ .,,
31,filler,15,Filler06.png,Fi,exiting the stage,17,The speaker switched off the microphone before ____ .,,
31,filler,15,Filler10.png,Fi,god told him to,18,The priest looked after the asylum seekers because ____ .,,
31,12,12,HAprime12.png,HA,mentioned the boy,19,We were amused at the articles of the newspaper that ____ .,,U
31,3,3,LAprime04.png,LA,were easy to access,20,The hacker attacked the web sites of the service provider that ____ .,,H
31,filler,-1,Filler23.png,Fi,stolen,21,The police learnt that the handbag of the diplomat's wife had been ____ .,,
31,filler,12,Filler22.png,Fi,cigarettes,22,The ranger of the forest near the city borders forbid ____ .,,
31,filler,1,Filler03.png,Fi,cut the cucumbers,23,"After washing the salad with its firm green leaves, the scullion ____ .",,
31,18,7,LAprime09.png,LA,lied,24,The secret service confiscated all files of the organisation that ____ .,,L
31,filler,5,Filler20.png,Fi,he was late to work,25,Because of a considerable delay of the 7:30am train ____ .,,
31,filler,1,Filler04.png,Fi,was assassinated,26,The prime minister held a press conference and shortly afterwards ____ .,,
31,filler,3,Filler15.png,Fi,a big summer sale,27,The management of the successful supermarket chain planned ____ .,,
31,24,24,BLprime07.png,BL,was raised,28,The commission referred to the source of the donations that ____ .,,U
31,5,7,HAprime01.png,HA,were ringing,29,The tourist guide mentioned the bells of the church that ____ .,,H
31,filler,3,Filler12.png,Fi,scrubbed,30,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
31,15,15,BLprime10.png,BL,was working that day,31,The social worker greeted the nurse of the senior-citizens who ____.,,H
31,9,8,HAprime11.png,HA,the student used,32,The scientist criticised the method of the studies that ____ .,,H
31,filler,15,Filler21.png,Fi,that he was innocent,33,The accomplice of the recently convicted fraudster alleged ____ .,,
31,filler,10,Filler14.png,Fi,his assistant,34,The racing driver showed the torn overall to ____ .,,
31,filler,14,Filler18.png,Fi,too tight,35,The conductor noticed that the strings of the soloist's violin were ____ .,,
31,filler,3,Filler08.png,Fi,voted for Biden,36,"Because of last night's TV documentary, the old lady ____ .",,
31,filler,4,Filler16.png,Fi,all the flowers died,37,Because of unexpectedly harsh weather conditions in spring ____ .,,
32,filler,2,Filler09.png,Fi,the music started,2,The speaker switched off the microphone before ____ .,,
32,19,19,BLprime06.png,BL,had a gambling habit,3,A stranger blackmailed the butler of the royals who ____ .,,H
32,filler,5,Filler17.png,Fi,his father,4,The racing driver showed the torn overall to ____ .,,
32,filler,3,Filler08.png,Fi,entry,5,The ranger of the forest near the city borders forbid ____ .,,
32,filler,12,Filler02.png,Fi,black,6,The captain recalled that sails of the pirates' ship were ____ .,,
32,filler,7,Filler24.png,Fi,the mailbox,7,The postman delivered a small parcel to ____ .,,
32,filler,6,Filler05.png,Fi,her performance,8,The famous entertainer was given a bunch of flowers after ____ .,,
32,filler,4,Filler07.png,Fi,safely,9,Shortly before the fully occupied passenger plane has landed ____ .,,
32,filler,10,Filler14.png,Fi,accidents decreased,10,Thanks to stricter speed checks on national motorways ____.,,
32,filler,7,Filler15.png,Fi,too fast,11,The woman complained that the bicycles of the neighbour's kids were ____ .,,
32,5,5,HAprime01.png,HA,he read,12,The scientist criticised the method of the studies that ____ .,,L
32,filler,1,Filler13.png,Fi,lied,13,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
32,11,11,HAprime04.png,HA,saw the crime,14,The bus driver talked to the leader of the boy scouts who ____ .,,U
32,filler,3,Filler12.png,Fi,to be cleaned,15,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
32,12,5,HAprime12.png,HA,he received,16,The homeowner kept the letters of the office that ____ .,,H
32,filler,3,Filler11.png,Fi,a big sale,17,The management of the successful supermarket chain planned ____ .,,
32,filler,14,Filler01.png,Fi,he had been set up,18,The accomplice of the recently convicted fraudster alleged ____ .,,
32,filler,14,Filler18.png,Fi,it was the right thing to do,19,The priest looked after the asylum seekers because ____ .,,
32,16,16,BLprime02.png,BL,contained inaccuracies,20,We were amused at the articles of the newspaper that ____ .,,H
32,filler,15,Filler21.png,Fi,the teachers couldn't come in,21,The teenagers barricaded the main entrance of the school so that ____ .,,
32,filler,1,Filler03.png,Fi,resigned,22,The prime minister held a press conference and shortly afterwards ____ .,,
32,filler,16,Filler19.png,Fi,the customer,23,The barman slid a whiskey and a beer over to ____.,,
32,20,4,LAprime05.png,LA,caused so much commotion,24,The commission referred to the source of the donations that ____ .,,H
32,filler,15,Filler06.png,Fi,broken,25,The conductor noticed that the strings of the soloist's violin were ____ .,,
32,12,12,HAprime08.png,HA,hadn't wrung in years,26,The tourist guide mentioned the bells of the church that ____ .,,H
32,2,2,LAprime03.png,LA,was exhausted,27,The social worker greeted the nurse of the senior-citizens who ____.,,H
32,19,9,BLprime09.png,BL,had just been bought,28,The hacker attacked the web sites of the service provider that ____ .,,L
32,filler,5,Filler04.png,Fi,lay flat,29,"After washing the salad with its firm green leaves, the scullion ____ .",,
32,filler,12,Filler22.png,Fi,I was late,30,Because of a considerable delay of the 7:30am train ____ .,,
32,filler,7,Filler23.png,Fi,seeing the doctor,31,The patient had to wait for quite some time before ____ .,,
32,filler,15,Filler10.png,Fi,the flooding threat increased,32,Because of unexpectedly harsh weather conditions in spring ____ .,,
32,5,5,LAprime10.png,LA,morning,33,The superintendent checked the earnings of the company that ____ .,,U
32,filler,4,Filler16.png,Fi,stolen,34,The police learnt that the handbag of the diplomat's wife had been ____ .,,
32,24,24,BLprime07.png,BL,made the accusations,35,The secret service confiscated all files of the organisation that ____ .,,L
32,filler,7,Filler20.png,Fi,couldn't sleep,36,"Because of last night's TV documentary, the old lady ____ .",,
32,1,1,LAprime11.png,LA,had resigned,37,The minister saw the bodyguard of the diplomats who ____ .,,U
53,filler,12,Filler22.png,Fi,lied,2,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
53,filler,6,Filler05.png,Fi,dark,3,The speaker switched off the microphone before ____ .,,
53,9,9,HAprime11.png,HA,lied,4,The secret service confiscated all files of the organisation that ____ .,,L
53,filler,12,Filler02.png,Fi,littering,5,The ranger of the forest near the city borders forbid ____ .,,
53,filler,1,Filler13.png,Fi,there are fewer crashes,6,Thanks to stricter speed checks on national motorways ____.,,
53,filler,15,Filler10.png,Fi,cheating on him,7,The police learnt that the handbag of the diplomat's wife had been ____ .,,
53,19,9,BLprime09.png,BL,killed him,8,The minister saw the bodyguard of the diplomats who ____ .,,U
53,19,19,BLprime06.png,BL,violated the law,9,The homeowner kept the letters of the office that ____ .,,L
53,20,20,LAprime05.png,LA,were very old,10,The social worker greeted the nurse of the senior-citizens who ____.,,L
53,2,2,LAprime03.png,LA,were large,11,The commission referred to the source of the donations that ____ .,,L
53,filler,14,Filler18.png,Fi,ate it,12,"After washing the salad with its firm green leaves, the scullion ____ .",,
53,26,26,BLprime08.png,BL,had poor firewalls,13,The hacker attacked the web sites of the service provider that ____ .,,U
53,filler,2,Filler09.png,Fi,everyone was late,14,Because of a considerable delay of the 7:30am train ____ .,,
53,2,2,BLprime01.png,BL,hated the poor,15,A stranger blackmailed the butler of the royals who ____ .,,L
53,filler,5,Filler04.png,Fi,the old woman,16,The postman delivered a small parcel to ____ .,,
53,filler,15,Filler06.png,Fi,malpractice,17,The accomplice of the recently convicted fraudster alleged ____ .,,
53,filler,4,Filler07.png,Fi,a new store opening,18,The management of the successful supermarket chain planned ____ .,,
53,filler,14,Filler01.png,Fi,it rained a lot,19,Because of unexpectedly harsh weather conditions in spring ____ .,,
53,filler,7,Filler24.png,Fi,on her yard,20,The woman complained that the bicycles of the neighbour's kids were ____ .,,
53,filler,16,Filler19.png,Fi,her performance,21,The famous entertainer was given a bunch of flowers after ____ .,,
53,filler,3,Filler12.png,Fi,broken,22,The conductor noticed that the strings of the soloist's violin were ____ .,,
53,19,19,LAprime07.png,LA,was on the corner,23,The tourist guide mentioned the bells of the church that ____ .,,L
53,12,12,HAprime12.png,HA,failed,24,The scientist criticised the method of the studies that ____ .,,L
53,filler,10,Filler14.png,Fi,it  crashed,25,Shortly before the fully occupied passenger plane has landed ____ .,,
53,filler,3,Filler08.png,Fi,broken,26,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
53,filler,3,Filler11.png,Fi,the crowd,27,The racing driver showed the torn overall to ____ .,,
53,17,17,HAprime02.png,HA,failed,28,The superintendent checked the earnings of the company that ____ .,,L
53,filler,1,Filler03.png,Fi,watched it again,29,"Because of last night's TV documentary, the old lady ____ .",,
53,3,1,LAprime04.png,LA,killed their parents,30,The bus driver talked to the leader of the boy scouts who ____ .,,L
53,13,13,HAprime10.png,HA,had profanity,31,We were amused at the articles of the newspaper that ____ .,,H
53,filler,4,Filler16.png,Fi,seeing the doctor,32,The patient had to wait for quite some time before ____ .,,
53,filler,4,Filler23.png,Fi,ripped,33,The captain recalled that sails of the pirates' ship were ____ .,,
53,filler,7,Filler20.png,Fi,the man,34,The barman slid a whiskey and a beer over to ____.,,
53,filler,15,Filler21.png,Fi,they couldn't get in,35,The teenagers barricaded the main entrance of the school so that ____ .,,
53,filler,7,Filler15.png,Fi,he threw up,36,The prime minister held a press conference and shortly afterwards ____ .,,
53,filler,5,Filler17.png,Fi,he was kind,37,The priest looked after the asylum seekers because ____ .,,
48,7,7,LAprime06.png,LA,utilized,2,The scientist criticised the method of the studies that ____ .,,U
48,filler,1,Filler03.png,Fi,stolen,3,The police learnt that the handbag of the diplomat's wife had been ____ .,,
48,filler,7,Filler20.png,Fi,lied,4,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
48,5,5,HAprime01.png,HA,questioned,5,The bus driver talked to the leader of the boy scouts who ____ .,,U
48,21,21,BLprime12.png,BL,mattered,6,The homeowner kept the letters of the office that ____ .,,H
48,26,26,BLprime04.png,BL,carried weight,7,The commission referred to the source of the donations that ____ .,,U
48,filler,14,Filler18.png,Fi,they needed help,8,The priest looked after the asylum seekers because ____ .,,
48,filler,4,Filler16.png,Fi,their performance,9,The famous entertainer was given a bunch of flowers after ____ .,,
48,filler,16,Filler19.png,Fi,their operation,10,The patient had to wait for quite some time before ____ .,,
48,2,2,LAprime03.png,LA,rang,11,The tourist guide mentioned the bells of the church that ____ .,,H
48,filler,12,Filler02.png,Fi,the tailor,12,The racing driver showed the torn overall to ____ .,,
48,filler,1,Filler13.png,Fi,its owner,13,The postman delivered a small parcel to ____ .,,
48,filler,7,Filler24.png,Fi,there are fewer vehicular accidents,14,Thanks to stricter speed checks on national motorways ____.,,
48,filler,7,Filler15.png,Fi,the community sustained a great deal of damage,15,Because of unexpectedly harsh weather conditions in spring ____ .,,
48,filler,3,Filler08.png,Fi,an event,16,The management of the successful supermarket chain planned ____ .,,
48,filler,6,Filler05.png,Fi,many people were late,17,Because of a considerable delay of the 7:30am train ____ .,,
48,filler,15,Filler10.png,Fi,prepared the rest of the meal,18,"After washing the salad with its firm green leaves, the scullion ____ .",,
48,filler,5,Filler17.png,Fi,departed the building,19,The prime minister held a press conference and shortly afterwards ____ .,,
48,12,12,HAprime08.png,HA,exaggerated,20,We were amused at the articles of the newspaper that ____ .,,H
48,filler,3,Filler12.png,Fi,cried,21,"Because of last night's TV documentary, the old lady ____ .",,
48,filler,14,Filler01.png,Fi,smoking,22,The ranger of the forest near the city borders forbid ____ .,,
48,13,13,HAprime07.png,HA,was rather fond of buttling,23,A stranger blackmailed the butler of the royals who ____ .,,H
48,filler,21,Filler06.png,Fi,cleaned,24,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
48,filler,3,Filler11.png,Fi,breaking,25,The conductor noticed that the strings of the soloist's violin were ____ .,,
48,filler,2,Filler09.png,Fi,the passengers were told to buckle their seatbelts,26,Shortly before the fully occupied passenger plane has landed ____ .,,
48,18,18,LAprime09.png,LA,were important,27,The secret service confiscated all files of the organisation that ____ .,,H
48,19,19,BLprime05.png,BL,was being audited,28,The superintendent checked the earnings of the company that ____ .,,L
48,filler,5,Filler04.png,Fi,his innocence,29,The accomplice of the recently convicted fraudster alleged ____ .,,
48,filler,12,Filler22.png,Fi,the man,30,The barman slid a whiskey and a beer over to ____.,,
48,filler,7,Filler23.png,Fi,torn,31,The captain recalled that sails of the pirates' ship were ____ .,,
48,5,5,LAprime10.png,LA,were of import,32,The hacker attacked the web sites of the service provider that ____ .,,H
48,filler,4,Filler07.png,Fi,noisy,33,The woman complained that the bicycles of the neighbour's kids were ____ .,,
48,18,18,BLprime11.png,BL,needed care,34,The social worker greeted the nurse of the senior-citizens who ____.,,L
48,17,17,HAprime02.png,HA,were visiting,35,The minister saw the bodyguard of the diplomats who ____ .,,L
48,filler,15,Filler21.png,Fi,their speech,36,The speaker switched off the microphone before ____ .,,
48,filler,10,Filler14.png,Fi,no one could leave,37,The teenagers barricaded the main entrance of the school so that ____ .,,
37,filler,5,Filler04.png,Fi,tight,2,The conductor noticed that the strings of the soloist's violin were ____ .,,
37,filler,3,Filler12.png,Fi,the show,3,The speaker switched off the microphone before ____ .,,
37,filler,15,Filler10.png,Fi,staff couldn't enter.,4,The teenagers barricaded the main entrance of the school so that ____ .,,
37,5,7,HAprime01.png,HA,failed,5,The scientist criticised the method of the studies that ____ .,,L
37,filler,10,Filler14.png,Fi,planting was delayed,6,Because of unexpectedly harsh weather conditions in spring ____ .,,
37,filler,14,Filler18.png,Fi,accidents decreased.,7,Thanks to stricter speed checks on national motorways ____.,,
37,filler,6,Filler05.png,Fi,what is a scullion?,8,"After washing the salad with its firm green leaves, the scullion ____ .",,
37,17,17,HAprime02.png,HA,she was invested in,9,The superintendent checked the earnings of the company that ____ .,,L
37,filler,4,Filler07.png,Fi,the show,10,The famous entertainer was given a bunch of flowers after ____ .,,
37,11,11,LAprime12.png,LA,tolled,11,The tourist guide mentioned the bells of the church that ____ .,,H
37,18,18,BLprime11.png,BL,lived there,12,The social worker greeted the nurse of the senior-citizens who ____.,,L
37,filler,3,Filler08.png,Fi,sexual activities,13,The ranger of the forest near the city borders forbid ____ .,,
37,22,22,BLprime03.png,BL,was laughing,14,The bus driver talked to the leader of the boy scouts who ____ .,,H
37,filler,1,Filler13.png,Fi,ignorance,15,The accomplice of the recently convicted fraudster alleged ____ .,,
37,filler,11,Filler20.png,Fi,slept,16,The prime minister held a press conference and shortly afterwards ____ .,,
37,filler,1,Filler03.png,Fi,to school,17,The postman delivered a small parcel to ____ .,,
37,1,1,HAprime09.png,HA,canceled her account,18,The hacker attacked the web sites of the service provider that ____ .,,L
37,filler,7,Filler15.png,Fi,felt better,19,"Because of last night's TV documentary, the old lady ____ .",,
37,15,15,BLprime10.png,BL,was sleeping,20,The minister saw the bodyguard of the diplomats who ____ .,,H
37,filler,7,Filler24.png,Fi,the toddler,21,The barman slid a whiskey and a beer over to ____.,,
37,filler,5,Filler17.png,Fi,old,22,The woman complained that the bicycles of the neighbour's kids were ____ .,,
37,filler,15,Filler21.png,Fi,was incompetent,23,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
37,filler,14,Filler01.png,Fi,her husband,24,The racing driver showed the torn overall to ____ .,,
37,filler,16,Filler19.png,Fi,redone,25,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
37,3,3,LAprime04.png,LA,sold him the sod,26,The homeowner kept the letters of the office that ____ .,,L
37,filler,3,Filler11.png,Fi,paisley.,27,The captain recalled that sails of the pirates' ship were ____ .,,
37,24,24,BLprime07.png,BL,fainted,28,A stranger blackmailed the butler of the royals who ____ .,,U
37,filler,12,Filler22.png,Fi,to expand,29,The management of the successful supermarket chain planned ____ .,,
37,filler,12,Filler02.png,Fi,full of secrets,30,The police learnt that the handbag of the diplomat's wife had been ____ .,,
37,filler,15,Filler06.png,Fi,he felt God's prescence,31,The priest looked after the asylum seekers because ____ .,,
37,16,16,LAprime08.png,LA,lined the cage,32,We were amused at the articles of the newspaper that ____ .,,L
37,filler,7,Filler23.png,Fi,coffee was free to all,33,Because of a considerable delay of the 7:30am train ____ .,,
37,filler,2,Filler09.png,Fi,dinner,34,The patient had to wait for quite some time before ____ .,,
37,20,20,LAprime05.png,LA,can in the mail,35,The commission referred to the source of the donations that ____ .,,U
37,filler,4,Filler16.png,Fi,there was applause,36,Shortly before the fully occupied passenger plane has landed ____ .,,
37,15,15,HAprime06.png,HA,started the insurrection,37,The secret service confiscated all files of the organisation that ____ .,,L
30,filler,12,Filler22.png,Fi,them,2,The racing driver showed the torn overall to ____ .,,
30,13,13,HAprime10.png,HA,the students gave,3,The scientist criticised the method of the studies that ____ .,,U
30,filler,7,Filler20.png,Fi,he wanted to help,4,The priest looked after the asylum seekers because ____ .,,
30,26,26,BLprime08.png,BL,offended them,5,A stranger blackmailed the butler of the royals who ____ .,,H
30,filler,4,Filler16.png,Fi,them,6,The postman delivered a small parcel to ____ .,,
30,filler,14,Filler18.png,Fi,rusty,7,The woman complained that the bicycles of the neighbour's kids were ____ .,,
30,filler,15,Filler06.png,Fi,red,8,The captain recalled that sails of the pirates' ship were ____ .,,
30,filler,15,Filler10.png,Fi,they saw the doctor,9,The patient had to wait for quite some time before ____ .,,
30,19,9,BLprime09.png,BL,laundered money,10,The secret service confiscated all files of the organisation that ____ .,,L
30,filler,1,Filler13.png,Fi,cried,11,"Because of last night's TV documentary, the old lady ____ .",,
30,filler,3,Filler12.png,Fi,went to dinner,12,The prime minister held a press conference and shortly afterwards ____ .,,
30,filler,4,Filler07.png,Fi,lied,13,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
30,filler,12,Filler02.png,Fi,he was innocent,14,The accomplice of the recently convicted fraudster alleged ____ .,,
30,filler,5,Filler04.png,Fi,worn,15,The conductor noticed that the strings of the soloist's violin were ____ .,,
30,filler,7,Filler23.png,Fi,to be cleaned,16,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
30,3,3,LAprime04.png,LA,charged too much,17,The hacker attacked the web sites of the service provider that ____ .,,L
30,8,8,LAprime01.png,LA,saved their life,18,The minister saw the bodyguard of the diplomats who ____ .,,H
30,22,22,BLprime03.png,BL,helped the lady cross the street,19,The bus driver talked to the leader of the boy scouts who ____ .,,U
30,9,9,HAprime11.png,HA,talked to them everyday,20,The social worker greeted the nurse of the senior-citizens who ____.,,H
30,filler,7,Filler24.png,Fi,fires,21,The ranger of the forest near the city borders forbid ____ .,,
30,filler,3,Filler08.png,Fi,a party for the staff,22,The management of the successful supermarket chain planned ____ .,,
30,filler,15,Filler21.png,Fi,there are less car accidents,23,Thanks to stricter speed checks on national motorways ____.,,
30,filler,7,Filler19.png,Fi,people were late to work,24,Because of a considerable delay of the 7:30am train ____ .,,
30,2,2,HAprime05.png,HA,supplied them,25,The superintendent checked the earnings of the company that ____ .,,L
30,17,17,HAprime02.png,HA,talked about our city,26,We were amused at the articles of the newspaper that ____ .,,H
30,24,24,BLprime07.png,BL,helped the shelter,27,The commission referred to the source of the donations that ____ .,,L
30,7,7,LAprime06.png,LA,was across the street,28,The tourist guide mentioned the bells of the church that ____ .,,L
30,filler,3,Filler11.png,Fi,the teachers could not get in,29,The teenagers barricaded the main entrance of the school so that ____ .,,
30,filler,1,Filler03.png,Fi,served dinner,30,"After washing the salad with its firm green leaves, the scullion ____ .",,
30,filler,10,Filler14.png,Fi,we did not go outside,31,Because of unexpectedly harsh weather conditions in spring ____ .,,
30,filler,5,Filler17.png,Fi,leaving the stage,32,The speaker switched off the microphone before ____ .,,
30,filler,6,Filler05.png,Fi,the performance,33,The famous entertainer was given a bunch of flowers after ____ .,,
30,11,11,LAprime12.png,LA,liked him,34,The homeowner kept the letters of the office that ____ .,,L
30,filler,14,Filler01.png,Fi,stolen,35,The police learnt that the handbag of the diplomat's wife had been ____ .,,
30,filler,2,Filler09.png,Fi,the dude,36,The barman slid a whiskey and a beer over to ____.,,
30,filler,7,Filler15.png,Fi,it hit turbulence,37,Shortly before the fully occupied passenger plane has landed ____ .,,
11,filler,14,Filler01.png,Fi,was clean,2,"After washing the salad with its firm green leaves, the scullion ____ .",,
11,filler,-1,Filler16.png,Fi,noisy,3,The woman complained that the bicycles of the neighbour's kids were ____ .,,
11,12,12,HAprime12.png,HA,were used in the experiment,4,The scientist criticised the method of the studies that ____ .,,H
11,filler,3,Filler12.png,Fi,a new promotion,5,The management of the successful supermarket chain planned ____ .,,
11,filler,5,Filler04.png,Fi,stolen,6,The police learnt that the handbag of the diplomat's wife had been ____ .,,
11,24,24,BLprime07.png,BL,rang every morning,7,The tourist guide mentioned the bells of the church that ____ .,,H
11,15,15,BLprime10.png,BL,were at the crime scene,8,The secret service confiscated all files of the organisation that ____ .,,H
11,12,12,HAprime08.png,HA,was on duty,9,The social worker greeted the nurse of the senior-citizens who ____.,,H
11,filler,12,Filler02.png,Fi,his own innocence,10,The accomplice of the recently convicted fraudster alleged ____ .,,
11,filler,15,Filler06.png,Fi,everybody was late,11,Because of a considerable delay of the 7:30am train ____ .,,
11,filler,5,Filler17.png,Fi,stayed up too late,12,"Because of last night's TV documentary, the old lady ____ .",,
11,filler,7,Filler20.png,Fi,the seatbelt sign is turned on,13,Shortly before the fully occupied passenger plane has landed ____ .,,
11,1,1,LAprime11.png,LA,were left behind,14,The homeowner kept the letters of the office that ____ .,,H
11,filler,12,Filler22.png,Fi,the official in charge,15,The racing driver showed the torn overall to ____ .,,
11,19,19,BLprime06.png,BL,was first in command,16,The bus driver talked to the leader of the boy scouts who ____ .,,H
11,filler,15,Filler10.png,Fi,was corrupt,17,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
11,filler,15,Filler21.png,Fi,finishing her last sentence,18,The speaker switched off the microphone before ____ .,,
11,16,16,HAprime03.png,HA,were on the front page,19,We were amused at the articles of the newspaper that ____ .,,H
11,19,9,BLprime09.png,BL,were gathered at the event,20,The minister saw the bodyguard of the diplomats who ____ .,,L
11,filler,1,Filler13.png,Fi,broken,21,The conductor noticed that the strings of the soloist's violin were ____ .,,
11,14,14,LAprime02.png,LA,had stolen from them,22,A stranger blackmailed the butler of the royals who ____ .,,H
11,filler,4,Filler07.png,Fi,went home,23,The prime minister held a press conference and shortly afterwards ____ .,,
11,filler,3,Filler08.png,Fi,anyone from trespassing,24,The ranger of the forest near the city borders forbid ____ .,,
11,filler,3,Filler11.png,Fi,the intended recipient,25,The postman delivered a small parcel to ____ .,,
